Id,ValorVencido,Sexo,EstadoCivil,DataNascimento,ValorPago
414,"1.004,2",F,CASADO,1997-06-08 00:00:00,"502,1"
415,"4.467,14",F,CASADO,1997-06-18 00:00:00,"1.140,12"
416,"73,09",F,CASADO,1940-10-26 00:00:00,"73,55"
417,"1.007,49",F,Outros,1994-06-04 00:00:00,"163,67"
418,"1.111,99",M,CASADO,1966-03-15 00:00:00,"230,03"
419,"106,47",M,SOLTEIRO,1981-11-15 00:00:00,"109,53"
420,"762,18",F,CASADO,1966-05-20 00:00:00,"234,01"
421,"282,84",F,SOLTEIRO,1945-12-19 00:00:00,"265,02"
422,"448,66",F,CASADO,1995-01-31 00:00:00,"450,21"
423,"2.460,77",M,CASADO,1997-11-03 00:00:00,85
424,"109,81",M,CASADO,1995-08-11 00:00:00,"105,01"
425,"145,79",F,CASADO,1958-09-14 00:00:00,"145,97"
426,"71,2",F,CASADO,1973-01-17 00:00:00,"43,25"
427,"128,78",M,SOLTEIRO,1974-09-11 00:00:00,"130,19"
428,"868,86",F,Outros,1975-10-12 00:00:00,"1,03"
429,"297,63",M,CASADO,1984-12-02 00:00:00,"175,6"
430,"1.907,94",F,SOLTEIRO,1952-12-25 00:00:00,"268,7"
431,"88,21",F,SOLTEIRO,1982-03-07 00:00:00,"88,22"
432,"1.332,98",F,Outros,1980-08-13 00:00:00,800
433,"156,9",F,SOLTEIRO,1963-12-24 00:00:00,"156,91"
434,"2.422,3",F,CASADO,1982-10-22 00:00:00,"247,07"
435,"3.120,08",F,CASADO,1974-05-01 00:00:00,"1.123,41"
436,"1.079,47",M,CASADO,1954-04-18 00:00:00,230
437,"141,62",F,CASADO,1989-10-22 00:00:00,"142,02"
438,"1.336,83",M,Outros,1987-11-24 00:00:00,"103,83"
439,"130,44",F,CASADO,1982-02-03 00:00:00,"128,51"
440,"1.751,53",M,CASADO,1991-02-08 00:00:00,793
441,"944,75",M,CASADO,1993-10-09 00:00:00,"951,54"
442,"1.439,73",F,CASADO,1978-08-20 00:00:00,"205,98"
443,"1.213,35",F,SOLTEIRO,1975-06-13 00:00:00,"69,22"
444,"1.157,86",F,Outros,1991-07-29 00:00:00,"154,57"
445,"563,01",F,CASADO,1987-07-09 00:00:00,"25,93"
446,"1.021,99",M,Outros,1989-08-09 00:00:00,"395,41"
447,"1.426,95",M,Outros,1989-11-15 00:00:00,"156,95"
448,"6.969,28",F,SOLTEIRO,1961-04-21 00:00:00,"6,99"
449,"162,86",F,SOLTEIRO,1942-12-02 00:00:00,"162,72"
450,"3.515,04",M,SOLTEIRO,1974-12-09 00:00:00,"1.265,41"
451,"91,07",F,CASADO,1976-04-09 00:00:00,"84,75"
452,"434,06",F,CASADO,1971-06-16 00:00:00,"440,19"
453,"1.503,46",F,CASADO,1997-01-23 00:00:00,"289,83"
454,"7.453,38",M,CASADO,1995-09-26 00:00:00,570
455,"1.070,12",F,CASADO,1994-08-23 00:00:00,"489,05"
456,"738,85",M,CASADO,1996-06-24 00:00:00,"70,85"
457,"738,85",M,CASADO,1996-06-24 00:00:00,"70,85"
458,"710,99",F,CASADO,1987-11-15 00:00:00,"201,5"
459,"3.057,41",M,CASADO,1992-03-30 00:00:00,"655,44"
460,"4.230,89",F,SOLTEIRO,1965-06-27 00:00:00,200
461,"4.455,55",M,SOLTEIRO,1938-09-16 00:00:00,"641,39"
462,"171,98",F,CASADO,1992-07-15 00:00:00,"171,98"
463,"69,41",F,CASADO,1975-10-29 00:00:00,"71,44"
464,"81,2",M,CASADO,1969-02-16 00:00:00,"76,25"
465,"3.386,05",M,Outros,1993-07-20 00:00:00,"278,91"
466,"2.381,65",M,CASADO,1989-01-05 00:00:00,"285,8"
467,"911,64",F,CASADO,1994-08-22 00:00:00,"192,04"
468,"1.221,06",M,CASADO,1991-06-15 00:00:00,11
469,"1.221,06",M,CASADO,1991-06-15 00:00:00,220
470,"2.111,12",F,SOLTEIRO,1984-11-26 00:00:00,"266,58"
471,"111,09",M,CASADO,1994-02-26 00:00:00,97
472,"7.370,78",F,Outros,1990-08-22 00:00:00,"345,47"
473,"2.785,21",F,Outros,1977-04-08 00:00:00,"107,96"
474,"1.594,14",M,Outros,1992-01-29 00:00:00,"166,3"
475,"1.425,34",F,Outros,1969-06-20 00:00:00,"117,06"
476,"1.425,34",F,Outros,1969-06-20 00:00:00,"117,06"
477,"3.645,19",F,CASADO,1993-09-11 00:00:00,"101,42"
478,"4.143,9",F,SOLTEIRO,1966-02-21 00:00:00,200
479,"1.547,91",M,CASADO,1979-03-12 00:00:00,"861,72"
480,"71,26",F,SOLTEIRO,1950-04-30 00:00:00,"71,26"
481,"113,81",M,CASADO,1994-07-07 00:00:00,"114,47"
482,"4.310,63",F,CASADO,1994-08-18 00:00:00,"195,16"
483,"1.148,43",F,Outros,1995-07-01 00:00:00,"130,33"
484,"3.449,88",F,CASADO,1996-01-14 00:00:00,550
485,"57,35",F,Outros,1994-09-07 00:00:00,"56,38"
486,"1.848,91",M,Outros,1994-08-11 00:00:00,"154,03"
487,"3.116,56",F,Outros,1978-06-19 00:00:00,"248,67"
488,"29.453,17",M,SOLTEIRO,1954-02-09 00:00:00,"8.050,62"
489,"110,7",F,SOLTEIRO,1944-10-02 00:00:00,"111,25"
490,"2.933,39",F,SOLTEIRO,1954-06-10 00:00:00,"885,4"
491,"375,06",F,SOLTEIRO,1996-03-27 00:00:00,"336,23"
492,"323,87",F,CASADO,1990-06-22 00:00:00,"327,36"
493,"64,25",F,CASADO,1994-05-23 00:00:00,"66,58"
494,"76,12",F,CASADO,1994-09-19 00:00:00,"78,7"
495,"1.228,79",F,CASADO,1995-08-29 00:00:00,"368,64"
496,"118,81",F,Outros,1986-08-04 00:00:00,"118,81"
497,"1.220,69",M,SOLTEIRO,1994-11-22 00:00:00,442
498,"172,75",M,Outros,1975-11-16 00:00:00,"172,74"
499,"2.588,92",M,CASADO,1957-12-14 00:00:00,"857,17"
500,"142,34",F,SOLTEIRO,1974-05-21 00:00:00,"142,69"
501,"1.739,55",F,CASADO,1996-12-25 00:00:00,200
502,"1.739,55",F,CASADO,1996-12-25 00:00:00,"156,55"
503,"1.784,54",F,SOLTEIRO,1982-09-04 00:00:00,"456,39"
504,"870,97",M,CASADO,1987-07-07 00:00:00,"290,19"
505,"348,99",F,CASADO,1978-04-12 00:00:00,"350,89"
506,"821,61",F,CASADO,1993-07-05 00:00:00,"823,93"
507,"121,97",M,CASADO,1982-10-30 00:00:00,"124,5"
508,"1.511,68",F,SOLTEIRO,1966-08-02 00:00:00,180
509,"3.943,58",F,CASADO,1994-06-08 00:00:00,"985,89"
510,"2.219,56",F,SOLTEIRO,1980-02-27 00:00:00,"389,77"
511,"1.264,98",F,CASADO,1984-04-09 00:00:00,"57,87"
512,"4.519,89",M,SOLTEIRO,1970-04-17 00:00:00,173
513,"3.942,35",F,CASADO,1995-03-13 00:00:00,"1.379,88"
514,"937,43",F,CASADO,1997-01-25 00:00:00,"369,54"
515,"103,04",F,SOLTEIRO,1961-03-22 00:00:00,"103,37"
516,"1.143,09",F,SOLTEIRO,1956-10-24 00:00:00,"155,15"
517,"6.649,37",M,CASADO,1961-09-30 00:00:00,"784,23"
518,"1.072,98",F,SOLTEIRO,1973-02-28 00:00:00,"57,6"
519,"2.728,08",F,CASADO,1984-02-15 00:00:00,"245,08"
520,"68,52",M,SOLTEIRO,1964-01-30 00:00:00,"68,6"
521,"200,55",M,CASADO,1980-06-02 00:00:00,"201,43"
522,"1.827,84",F,SOLTEIRO,1968-12-30 00:00:00,"731,14"
523,"5.956,22",F,CASADO,1972-06-14 00:00:00,"149,25"
524,"8.883,5",F,CASADO,1934-07-05 00:00:00,"525,02"
525,"106,46",F,SOLTEIRO,1958-11-05 00:00:00,107
526,"11.334,21",F,SOLTEIRO,1957-03-30 00:00:00,500
527,"9.101,52",M,CASADO,1969-01-26 00:00:00,"2.730,46"
528,"90,04",F,CASADO,1950-10-09 00:00:00,"90,04"
529,"680,98",M,CASADO,1986-08-03 00:00:00,"241,34"
530,"3.407,66",F,SOLTEIRO,1957-11-06 00:00:00,"128,6"
531,"365,52",F,SOLTEIRO,1943-05-24 00:00:00,"365,67"
532,"2.904,21",F,SOLTEIRO,1962-07-10 00:00:00,"737,74"
533,"3.880,65",F,Outros,1983-12-11 00:00:00,"233,41"
534,"647,1",F,CASADO,1984-12-11 00:00:00,139
535,"123,86",F,CASADO,1985-08-07 00:00:00,"125,88"
536,"1.674,36",F,CASADO,1974-10-13 00:00:00,38
537,"1.819,38",F,SOLTEIRO,1960-11-22 00:00:00,1.077
538,"54,45",F,Outros,1964-01-06 00:00:00,"54,5"
539,"94,12",F,SOLTEIRO,1956-06-15 00:00:00,"35,86"
540,"5.021,3",F,CASADO,1979-12-08 00:00:00,"1.054,47"
541,"269,03",F,CASADO,1986-11-10 00:00:00,"263,41"
542,"1.875,6",F,Outros,1977-07-18 00:00:00,"726,67"
543,"62,07",F,SOLTEIRO,1957-08-16 00:00:00,"62,25"
544,"153,74",F,CASADO,1966-02-20 00:00:00,"157,06"
545,"2.908,28",F,CASADO,1984-05-29 00:00:00,439
546,"74,28",F,CASADO,1976-08-01 00:00:00,"74,3"
547,"700,64",F,Outros,1961-08-01 00:00:00,"254,55"
548,"850,39",M,Outros,1986-01-24 00:00:00,"326,91"
549,"444,64",F,SOLTEIRO,1969-07-20 00:00:00,"451,57"
550,"252,45",F,SOLTEIRO,1977-04-04 00:00:00,"104,01"
551,"2.768,6",M,SOLTEIRO,1972-06-04 00:00:00,"279,53"
552,"1.500,36",M,Outros,1977-03-03 00:00:00,"90,02"
553,"73,73",F,CASADO,1964-06-15 00:00:00,"73,76"
554,"3.109,63",F,Outros,1950-10-26 00:00:00,"342,13"
555,"122,94",M,SOLTEIRO,1950-05-01 00:00:00,124
556,"1.035,71",M,CASADO,1987-09-21 00:00:00,"208,56"
557,"5.681,5",M,SOLTEIRO,1967-03-20 00:00:00,"568,15"
558,"2.262,65",F,SOLTEIRO,1984-12-17 00:00:00,"794,48"
559,"165,3",M,SOLTEIRO,1986-05-27 00:00:00,"58,02"
560,"212,13",M,SOLTEIRO,1956-08-27 00:00:00,"215,07"
561,"2.541,09",F,SOLTEIRO,1957-02-11 00:00:00,"340,87"
562,790,F,CASADO,1977-04-24 00:00:00,"117,38"
563,"1.020,78",F,Outros,1985-09-05 00:00:00,66
564,"4.269,81",M,CASADO,1992-01-25 00:00:00,"991,84"
565,"2.906,65",F,SOLTEIRO,1972-04-05 00:00:00,880
566,"447,47",F,CASADO,1992-09-16 00:00:00,"292,05"
567,"73,74",F,CASADO,1988-07-25 00:00:00,"50,25"
568,"4.067,87",F,SOLTEIRO,1950-10-28 00:00:00,"402,38"
569,"845,67",F,Outros,1987-04-29 00:00:00,"303,95"
570,"609,94",F,SOLTEIRO,1952-09-01 00:00:00,100
571,"1.722,73",F,CASADO,1984-04-25 00:00:00,"292,86"
572,"3.245,04",M,Outros,1954-08-02 00:00:00,500
573,"130,86",F,CASADO,1977-11-06 00:00:00,"131,51"
574,"1.430,76",F,CASADO,1991-12-19 00:00:00,"291,68"
575,"215,36",M,CASADO,1991-03-16 00:00:00,"184,62"
576,"122,32",F,SOLTEIRO,1977-08-05 00:00:00,"122,33"
577,"3.903,76",F,SOLTEIRO,1983-07-22 00:00:00,"482,69"
578,"4.397,85",F,CASADO,1988-08-07 00:00:00,"747,63"
579,"3.651,89",F,Outros,1983-03-27 00:00:00,"313,06"
580,"1.423,21",F,CASADO,1989-04-17 00:00:00,"10,99"
581,"1.918,82",F,Outros,1968-07-12 00:00:00,"0,01"
582,"109,76",M,CASADO,1970-07-11 00:00:00,"109,81"
583,"1.725,11",M,Outros,1994-03-08 00:00:00,"672,12"
584,"3.355,52",F,CASADO,1987-05-30 00:00:00,"337,48"
585,"181,02",M,CASADO,1982-05-02 00:00:00,"183,6"
586,"877,86",F,CASADO,1992-07-16 00:00:00,"119,35"
587,"877,86",F,CASADO,1992-07-16 00:00:00,"119,35"
588,"2.481,56",F,SOLTEIRO,1962-08-24 00:00:00,"120,83"
589,"923,24",M,CASADO,1994-04-14 00:00:00,1
590,"6.025,32",F,SOLTEIRO,1955-09-13 00:00:00,"186,58"
591,"99,09",F,CASADO,1992-03-09 00:00:00,"99,11"
592,"389,67",F,SOLTEIRO,1970-05-10 00:00:00,"248,64"
593,"164,5",M,CASADO,1951-02-06 00:00:00,"164,5"
594,"3.215,61",F,SOLTEIRO,1970-04-07 00:00:00,"228,18"
595,"907,9",M,SOLTEIRO,1991-07-18 00:00:00,50
596,"1.773,43",M,SOLTEIRO,1963-08-16 00:00:00,"469,98"
597,"730,21",F,CASADO,1993-10-31 00:00:00,"244,76"
598,"66,14",M,SOLTEIRO,1967-03-27 00:00:00,"66,52"
599,"865,02",F,SOLTEIRO,1988-10-27 00:00:00,"144,54"
600,"865,02",F,SOLTEIRO,1988-10-27 00:00:00,"261,24"
601,881,M,SOLTEIRO,1990-09-14 00:00:00,"751,96"
602,"62,57",F,CASADO,1989-09-17 00:00:00,"57,68"
603,"555,88",M,CASADO,1994-05-07 00:00:00,"480,75"
604,"2.399,01",F,CASADO,1997-06-05 00:00:00,286
605,"123,18",M,SOLTEIRO,1980-07-03 00:00:00,"67,29"
606,"60,9",F,SOLTEIRO,1973-05-29 00:00:00,"60,9"
607,"2.890,52",F,CASADO,1975-05-26 00:00:00,"265,04"
608,"2.890,52",F,CASADO,1975-05-26 00:00:00,"265,04"
609,"2.890,52",F,CASADO,1975-05-26 00:00:00,"265,04"
610,"105,65",F,Outros,1957-01-10 00:00:00,1.000
611,"63,61",M,SOLTEIRO,1952-07-15 00:00:00,"50,47"
612,"383,59",M,SOLTEIRO,1954-01-20 00:00:00,"254,8"
613,"167,25",M,Outros,1977-01-05 00:00:00,164
614,"54,23",M,SOLTEIRO,1945-07-14 00:00:00,"54,27"
615,"2.793,19",M,SOLTEIRO,1968-07-07 00:00:00,"2.847,62"
616,"1.656,87",M,SOLTEIRO,1952-03-26 00:00:00,"468,28"
617,"183,24",F,CASADO,1977-10-28 00:00:00,"64,68"
618,"3.757,8",M,CASADO,1994-05-17 00:00:00,"414,78"
619,"139,04",F,SOLTEIRO,1976-09-14 00:00:00,"123,51"
620,"565,41",F,CASADO,1995-08-07 00:00:00,"496,59"
621,"2.299,04",F,SOLTEIRO,1966-01-07 00:00:00,"193,45"
622,"2.299,04",F,SOLTEIRO,1966-01-07 00:00:00,"193,45"
623,"2.299,04",F,SOLTEIRO,1966-01-07 00:00:00,"193,45"
624,"519,15",F,CASADO,1997-05-01 00:00:00,255
625,"255,33",F,CASADO,1954-02-16 00:00:00,110
626,"1.370,73",M,Outros,1971-09-14 00:00:00,"316,83"
627,"183,87",M,SOLTEIRO,1988-06-16 00:00:00,"182,42"
628,"757,12",F,CASADO,1976-09-21 00:00:00,"167,45"
629,"253,7",F,SOLTEIRO,1962-01-05 00:00:00,"253,77"
630,"1.229,52",F,SOLTEIRO,1991-03-22 00:00:00,"44,09"
631,"1.076,05",F,CASADO,1990-03-20 00:00:00,"106,16"
632,"123,49",F,CASADO,1976-11-18 00:00:00,"123,8"
633,"1.366,39",F,CASADO,1964-07-04 00:00:00,"424,99"
634,"82,62",M,CASADO,1996-11-26 00:00:00,85
635,"142,32",F,SOLTEIRO,1961-07-23 00:00:00,"142,36"
636,"71,11",F,Outros,1983-01-19 00:00:00,"36,71"
637,113,M,CASADO,1963-07-27 00:00:00,"114,1"
638,"491,83",F,SOLTEIRO,1978-08-08 00:00:00,"494,95"
639,"429,23",M,CASADO,1990-03-08 00:00:00,"188,88"
640,"350,87",F,CASADO,1995-01-12 00:00:00,244
641,"67,25",M,CASADO,1980-04-17 00:00:00,"66,66"
642,"78,12",M,SOLTEIRO,1965-08-18 00:00:00,"67,94"
643,"457,77",M,CASADO,1995-01-16 00:00:00,368
644,"374,79",M,CASADO,1981-10-04 00:00:00,160
645,"313,81",M,CASADO,1983-07-13 00:00:00,"164,74"
646,"6.688,9",M,Outros,1952-09-10 00:00:00,"155,89"
647,"3.993,31",F,SOLTEIRO,1973-10-11 00:00:00,200
648,"3.993,31",F,SOLTEIRO,1973-10-11 00:00:00,140
649,"3.993,31",F,SOLTEIRO,1973-10-11 00:00:00,100
650,"3.660,11",F,Outros,1975-12-13 00:00:00,"774,41"
651,"128,31",M,CASADO,1977-11-07 00:00:00,"128,6"
652,"574,77",M,CASADO,1983-10-11 00:00:00,200
653,"574,77",M,CASADO,1983-10-11 00:00:00,"504,92"
654,"1.979,44",F,Outros,1966-08-27 00:00:00,"141,94"
655,"3.697,63",F,CASADO,1985-10-01 00:00:00,"1.468,64"
656,"1.975,25",F,CASADO,1969-11-15 00:00:00,150
657,"249,21",M,SOLTEIRO,1957-08-16 00:00:00,"82,26"
658,"181,52",M,Outros,1982-06-17 00:00:00,"181,52"
659,"1.295,05",F,CASADO,1980-08-10 00:00:00,209
660,"1.137,55",F,Outros,1985-01-25 00:00:00,"1.137,55"
661,"651,44",M,Outros,1955-11-25 00:00:00,"651,44"
662,"256,04",M,Outros,1970-10-28 00:00:00,"256,04"
663,"1.999,92",F,Outros,1974-07-11 00:00:00,"1.999,92"
664,"412,59",F,Outros,1976-10-10 00:00:00,210
665,"187,64",F,Outros,1986-01-16 00:00:00,"187,64"
666,"1.200,07",F,Outros,1973-08-04 00:00:00,1.200
667,"77,24",F,Outros,1974-02-02 00:00:00,"77,24"
668,"440,48",F,CASADO,1973-07-18 00:00:00,"110,12"
669,"900,26",M,Outros,1964-09-12 00:00:00,"900,26"
670,"86,41",M,Outros,1989-02-08 00:00:00,"86,41"
671,"51,76",F,Outros,1992-02-01 00:00:00,"51,76"
672,"1.139,02",F,CASADO,1986-01-26 00:00:00,"1.139,02"
673,"159,94",F,Outros,1982-03-11 00:00:00,"159,94"
674,"92,27",M,Outros,1992-03-03 00:00:00,"92,27"
675,"188,23",F,CASADO,1981-07-18 00:00:00,"188,23"
676,"280,68",F,Outros,1982-03-11 00:00:00,"196,57"
677,"388,75",F,Outros,1994-01-30 00:00:00,"77,75"
678,"409,45",F,SOLTEIRO,1971-06-01 00:00:00,"409,45"
679,"137,75",M,Outros,1981-09-08 00:00:00,"137,75"
680,"259,07",F,Outros,1959-01-28 00:00:00,"259,07"
681,"77,38",M,Outros,1989-08-27 00:00:00,"77,38"
682,"659,78",M,Outros,1969-01-10 00:00:00,"659,78"
683,"539,05",F,Outros,1985-05-06 00:00:00,"539,05"
684,"92,14",M,Outros,1969-01-11 00:00:00,"92,14"
685,"476,27",F,Outros,1993-02-09 00:00:00,"476,27"
686,"1.299,84",M,CASADO,1963-07-15 00:00:00,"1.299,84"
687,"100,21",F,Outros,1984-08-08 00:00:00,"100,21"
688,"5.055,12",M,Outros,1976-10-21 00:00:00,"210,63"
689,"189,3",M,Outros,1995-07-31 00:00:00,"189,3"
690,"471,08",F,Outros,1978-07-17 00:00:00,"471,08"
691,"95,45",F,Outros,1986-01-01 00:00:00,"95,45"
692,"424,51",F,Outros,1989-11-08 00:00:00,"424,51"
693,"88,44",M,Outros,1991-05-17 00:00:00,"88,44"
694,"600,16",M,Outros,1976-09-11 00:00:00,"600,16"
695,"270,15",M,Outros,1994-07-29 00:00:00,"270,15"
696,"90,76",M,Outros,1986-08-28 00:00:00,"90,76"
697,"316,21",F,SOLTEIRO,1984-06-30 00:00:00,104
698,"316,21",F,SOLTEIRO,1984-06-30 00:00:00,317
699,"800,33",M,Outros,1991-07-12 00:00:00,"800,33"
700,"77,25",F,Outros,1962-10-28 00:00:00,"77,25"
701,"50,57",M,Outros,1987-05-30 00:00:00,"50,57"
702,"57,57",F,Outros,1974-08-20 00:00:00,"57,57"
703,"97,38",M,Outros,1982-04-17 00:00:00,"97,38"
704,"88,08",M,Outros,1991-12-22 00:00:00,"88,08"
705,"263,54",F,Outros,1968-01-25 00:00:00,"263,54"
706,"109,89",F,Outros,1994-04-21 00:00:00,"109,89"
707,"387,67",M,Outros,1996-07-14 00:00:00,"387,67"
708,"401,65",F,Outros,1996-04-23 00:00:00,"401,65"
709,"181,2",F,Outros,1988-01-27 00:00:00,"181,2"
710,"355,31",F,Outros,1991-04-08 00:00:00,"355,31"
711,"142,28",M,Outros,1960-04-25 00:00:00,"142,28"
712,"102,74",F,SOLTEIRO,1971-05-23 00:00:00,"102,74"
713,"127,14",F,Outros,1960-11-07 00:00:00,"127,14"
714,"681,49",F,Outros,1985-10-01 00:00:00,"681,49"
715,"151,26",F,CASADO,1987-08-28 00:00:00,"151,26"
716,"383,93",M,Outros,1978-11-18 00:00:00,"383,93"
717,"502,58",M,Outros,1951-10-12 00:00:00,"502,58"
718,"280,5",F,Outros,1966-04-11 00:00:00,"280,5"
719,"170,92",M,Outros,1989-12-19 00:00:00,"170,92"
720,"63,06",F,Outros,1977-04-08 00:00:00,"63,06"
721,"75,15",M,Outros,1984-08-02 00:00:00,"75,15"
722,"83,79",F,Outros,1974-12-23 00:00:00,"83,79"
723,"204,03",F,Outros,1982-03-11 00:00:00,"204,03"
724,"73,34",F,CASADO,1987-12-19 00:00:00,"73,34"
725,"87,87",M,Outros,1986-06-04 00:00:00,"87,87"
726,"357,25",M,Outros,1988-07-09 00:00:00,"357,25"
727,"251,13",M,Outros,1975-12-23 00:00:00,"251,13"
728,"1.476,92",F,Outros,1976-11-26 00:00:00,"369,23"
729,"101,21",M,Outros,1986-12-07 00:00:00,"101,21"
730,"105,28",F,Outros,1981-03-01 00:00:00,"105,28"
731,"160,58",M,Outros,1976-04-01 00:00:00,"160,58"
732,"68,44",F,Outros,1981-06-03 00:00:00,"68,4"
733,"1.483,2",M,Outros,1993-07-28 00:00:00,"148,32"
734,"625,23",F,Outros,1972-03-18 00:00:00,"625,23"
735,"621,08",F,Outros,1973-11-16 00:00:00,120
736,"183,9",M,Outros,1964-06-16 00:00:00,50
737,"87,6",F,Outros,1986-02-06 00:00:00,"87,6"
738,"183,12",F,Outros,1981-08-26 00:00:00,"183,12"
739,"312,04",F,Outros,1990-12-09 00:00:00,"312,04"
740,"151,1",F,Outros,1978-08-18 00:00:00,"151,1"
741,"130,56",M,Outros,1986-07-15 00:00:00,"130,56"
742,"268,91",F,Outros,1981-12-15 00:00:00,"268,91"
743,"103,87",M,Outros,1984-07-17 00:00:00,"103,87"
744,"360,17",F,Outros,1977-09-08 00:00:00,"360,17"
745,"117,98",F,Outros,1980-07-09 00:00:00,"117,98"
746,"569,74",M,Outros,1984-03-06 00:00:00,"569,74"
747,"379,88",F,Outros,1982-05-23 00:00:00,"379,88"
748,"711,6",F,Outros,1974-08-01 00:00:00,200
749,"191,17",F,Outros,1974-02-24 00:00:00,"191,17"
750,"127,87",M,Outros,1985-12-07 00:00:00,"127,87"
751,"110,67",F,Outros,1949-11-18 00:00:00,"110,67"
752,"150,04",F,Outros,1972-02-23 00:00:00,"150,04"
753,"93,64",F,Outros,1995-03-01 00:00:00,"93,64"
754,"183,56",F,Outros,1961-06-14 00:00:00,"183,56"
755,"535,35",M,Outros,1955-10-03 00:00:00,"535,35"
756,"87,31",F,Outros,1991-07-30 00:00:00,"87,31"
757,"509,95",F,Outros,1984-04-16 00:00:00,80
758,"250,68",F,Outros,1987-09-04 00:00:00,"250,68"
759,"50,46",M,Outros,1992-12-28 00:00:00,"50,46"
760,"966,6",M,Outros,1977-07-31 00:00:00,"80,55"
761,"153,46",F,Outros,1991-05-21 00:00:00,"153,46"
762,"712,64",F,Outros,1975-04-25 00:00:00,50
763,"560,35",M,Outros,1983-08-08 00:00:00,"560,35"
764,"335,13",F,Outros,1990-10-03 00:00:00,"335,13"
765,"236,15",F,SOLTEIRO,1970-08-08 00:00:00,"236,15"
766,"101,14",F,Outros,1991-03-05 00:00:00,"101,14"
767,"156,28",F,Outros,1984-10-06 00:00:00,"156,28"
768,"150,88",F,Outros,1963-10-02 00:00:00,"150,88"
769,"317,07",M,Outros,1983-11-05 00:00:00,"317,07"
770,"173,23",F,Outros,1986-02-11 00:00:00,"173,23"
771,"185,18",F,Outros,1984-07-13 00:00:00,"185,18"
772,"112,81",F,Outros,1980-01-19 00:00:00,"112,81"
773,"118,48",M,Outros,1980-12-31 00:00:00,"118,48"
774,"685,51",M,Outros,1963-04-03 00:00:00,"685,51"
775,"717,28",F,CASADO,1982-08-18 00:00:00,"717,28"
776,"363,54",F,SOLTEIRO,1983-11-14 00:00:00,"363,54"
777,"1.958,31",M,Outros,1944-06-19 00:00:00,"1.958,31"
778,"54,25",F,Outros,1984-07-13 00:00:00,"54,25"
779,"119,58",F,Outros,1984-12-18 00:00:00,"119,58"
780,"853,1",F,Outros,1982-11-15 00:00:00,100
781,"156,35",F,Outros,1958-11-05 00:00:00,"156,35"
782,"101,69",M,Outros,1970-12-19 00:00:00,"101,69"
783,"104,08",M,Outros,1988-12-15 00:00:00,"104,08"
784,"75,39",F,Outros,1948-10-30 00:00:00,"75,39"
785,"59,41",F,Outros,1974-08-22 00:00:00,"59,41"
786,"119,76",F,Outros,1939-07-29 00:00:00,"119,76"
787,"252,74",F,SOLTEIRO,1986-06-16 00:00:00,"252,74"
788,"107,24",M,Outros,1974-08-31 00:00:00,"107,24"
789,"51,06",F,Outros,1979-01-02 00:00:00,"51,06"
790,"102,55",F,SOLTEIRO,1966-06-03 00:00:00,"102,55"
791,"60,22",M,Outros,1976-12-07 00:00:00,"60,22"
792,"103,02",M,Outros,1980-02-25 00:00:00,"103,02"
793,"105,13",F,Outros,1974-08-29 00:00:00,"105,13"
794,"87,13",F,Outros,1976-02-25 00:00:00,"87,13"
795,"90,72",F,Outros,1973-08-28 00:00:00,"90,72"
796,"57,41",F,Outros,1971-03-17 00:00:00,"57,41"
797,"175,98",M,CASADO,1983-01-18 00:00:00,"175,98"
798,"137,96",F,Outros,1972-02-11 00:00:00,"137,96"
799,"226,1",F,Outros,1971-12-06 00:00:00,"226,1"
800,"161,04",F,Outros,1946-12-01 00:00:00,"161,04"
801,142,M,Outros,1964-05-24 00:00:00,142
802,"53,67",F,Outros,1986-01-26 00:00:00,"53,67"
803,"101,31",F,Outros,1970-11-11 00:00:00,"101,31"
804,"187,31",F,Outros,1978-08-05 00:00:00,"187,31"
805,"155,02",M,Outros,1988-12-20 00:00:00,"155,02"
806,"130,36",F,Outros,1982-12-19 00:00:00,"130,36"
807,"106,3",F,Outros,1976-02-04 00:00:00,"106,3"
808,"133,38",M,Outros,1976-02-27 00:00:00,"133,38"
809,"65,66",F,SOLTEIRO,1972-03-17 00:00:00,"65,66"
810,"180,96",M,Outros,1975-08-25 00:00:00,"180,96"
811,"100,84",M,Outros,1973-05-28 00:00:00,"100,84"
812,"197,15",M,Outros,1967-03-28 00:00:00,"197,15"
813,"218,45",M,Outros,1974-09-04 00:00:00,"218,45"
814,"137,35",M,Outros,1971-07-13 00:00:00,"137,35"
815,"101,41",F,Outros,1987-09-10 00:00:00,"101,41"
816,"314,52",F,Outros,1989-05-29 00:00:00,"314,52"
817,"197,06",F,Outros,1950-11-08 00:00:00,"197,06"
818,"68,06",M,Outros,1997-02-10 00:00:00,"68,06"
819,"246,22",F,Outros,1979-01-20 00:00:00,"246,22"
820,"177,74",F,Outros,1988-08-03 00:00:00,"177,74"
821,"75,72",M,Outros,1968-01-02 00:00:00,"75,72"
822,"152,25",F,Outros,1976-08-29 00:00:00,"152,25"
823,"110,1",M,Outros,1958-11-03 00:00:00,"110,1"
824,"106,25",F,Outros,1960-01-12 00:00:00,"106,25"
825,"76,63",M,Outros,1973-07-29 00:00:00,"76,63"
826,"63,53",M,Outros,1991-03-13 00:00:00,"63,53"
827,"98,03",F,Outros,1974-07-26 00:00:00,"98,03"
828,"154,07",F,Outros,1988-09-02 00:00:00,"154,07"
